country,year,hdi,region,attacks_count,total_casualty,log_attacks,log_casualties,hdi_group,casualties_per_attack,log_casualties_per_attack
Turkey,1995,0.625,Middle East & North Africa,133,396,4.89783979995091,5.98393628068719,Medium,2.97744360902256,1.38063930363655
Tanzania,1995,0.37,Sub-Saharan Africa,1,0,0.693147180559945,0,Low,0,0
Uganda,1995,0.342,Sub-Saharan Africa,7,83,2.07944154167984,4.43081679884331,Low,11.8571428571429,2.55389952127495
Ukraine,1995,0.684,Eastern Europe,2,2,1.09861228866811,1.09861228866811,Medium,1,0.693147180559945
Uruguay,1995,0.717,South America,1,0,0.693147180559945,0,High,0,0
United States,1995,0.885,North America,60,916,4.11087386417331,6.82110747225647,Very High,15.2666666666667,2.78911802419099
Venezuela,1995,0.679,South America,11,42,2.484906649788,3.76120011569356,Medium,3.81818181818182,1.57239664075375
Yemen,1995,0.409,Middle East & North Africa,8,16,2.19722457733622,2.83321334405622,Low,2,1.09861228866811
South Africa,1995,0.661,Sub-Saharan Africa,32,193,3.49650756146648,5.26785815906333,Medium,6.03125,1.95036449940469
Zambia,1995,0.413,Sub-Saharan Africa,1,0,0.693147180559945,0,Low,0,0
Zimbabwe,1995,0.477,Sub-Saharan Africa,2,1,1.09861228866811,0.693147180559945,Low,0.5,0.405465108108164
Afghanistan,1996,0.319,South Asia,4,61,1.6094379124341,4.12713438504509,Low,15.25,2.78809290877575
Albania,1996,0.645,Eastern Europe,6,44,1.94591014905531,3.80666248977032,Medium,7.33333333333333,2.12026353620009
Argentina,1996,0.751,South America,19,13,2.99573227355399,2.63905732961526,High,0.68421052631579,0.521296923633286
Armenia,1996,0.632,Central Asia,1,2,0.693147180559945,1.09861228866811,Medium,2,1.09861228866811
Australia,1996,0.884,Australasia & Oceania,5,3,1.79175946922806,1.38629436111989,Very High,0.6,0.470003629245736
Austria,1996,0.853,Western Europe,4,1,1.6094379124341,0.693147180559945,Very High,0.25,0.22314355131421
Azerbaijan,1996,0.59,Central Asia,2,2,1.09861228866811,1.09861228866811,Medium,1,0.693147180559945
Burundi,1996,0.283,Sub-Saharan Africa,35,1646,3.58351893845611,7.40671073017764,Low,47.0285714285714,3.8717960719192
Benin,1996,0.391,Sub-Saharan Africa,2,0,1.09861228866811,0,Low,0,0
Bangladesh,1996,0.441,South Asia,161,1552,5.08759633523238,7.34794382314869,Low,9.63975155279503,2.36459713333966
Bulgaria,1996,0.711,Eastern Europe,12,12,2.56494935746154,2.56494935746154,High,1,0.693147180559945
Bahrain,1996,0.778,Middle East & North Africa,16,23,2.83321334405622,3.17805383034795,High,1.4375,0.890972923889865
Bolivia,1996,0.609,South America,1,0,0.693147180559945,0,Medium,0,0
Brazil,1996,0.653,South America,18,31,2.94443897916644,3.46573590279973,Medium,1.72222222222222,1.00144854021446
Central African Republic,1996,0.319,Sub-Saharan Africa,1,2,0.693147180559945,1.09861228866811,Low,2,1.09861228866811
Canada,1996,0.879,North America,1,1,0.693147180559945,0.693147180559945,Very High,1,0.693147180559945
Switzerland,1996,0.87,Western Europe,4,4,1.6094379124341,1.6094379124341,Very High,1,0.693147180559945
Chile,1996,0.735,South America,8,6,2.19722457733622,1.94591014905531,High,0.75,0.559615787935423
China,1996,0.545,East Asia,62,129,4.14313472639153,4.86753445045558,Low,2.08064516129032,1.12513904300154
Ivory Coast,1996,0.448,Sub-Saharan Africa,2,12,1.09861228866811,2.56494935746154,Low,6,1.94591014905531
Colombia,1996,0.653,South America,409,1087,6.01615715969835,6.99209642741589,Medium,2.65770171149144,1.29683500249162
Costa Rica,1996,0.693,Central America & Caribbean,1,5,0.693147180559945,1.79175946922806,Medium,5,1.79175946922806
Cuba,1996,0.67,Central America & Caribbean,1,0,0.693147180559945,0,Medium,0,0
Cyprus,1996,0.781,Western Europe,10,6,2.39789527279837,1.94591014905531,High,0.6,0.470003629245736
Germany,1996,0.868,Western Europe,52,6,3.97029191355212,1.94591014905531,Very High,0.115384615384615,0.109199291964992
Dominican Republic,1996,0.62,Central America & Caribbean,3,14,1.38629436111989,2.70805020110221,Medium,4.66666666666667,1.73460105538811
Algeria,1996,0.617,Middle East & North Africa,129,1621,4.86753445045558,7.39141523467536,Medium,12.5658914728682,2.60755866255589
Ecuador,1996,0.674,South America,5,4,1.79175946922806,1.6094379124341,Medium,0.8,0.587786664902119
Egypt,1996,0.613,Middle East & North Africa,51,160,3.95124371858143,5.08140436498446,Medium,3.13725490196078,1.42003250075174
Spain,1996,0.802,Western Europe,63,68,4.15888308335967,4.23410650459726,Very High,1.07936507936508,0.732062596809619
Estonia,1996,0.742,Eastern Europe,1,11,0.693147180559945,2.484906649788,High,11,2.484906649788
France,1996,0.833,Western Europe,270,132,5.6021188208797,4.89034912822175,Very High,0.488888888888889,0.398030129620646
Gabon,1996,0.63,Sub-Saharan Africa,1,1,0.693147180559945,0.693147180559945,Medium,1,0.693147180559945
United Kingdom,1996,0.834,Western Europe,36,405,3.61091791264422,6.00635315960173,Very High,11.25,2.50552593699074
Ghana,1996,0.487,Sub-Saharan Africa,2,3,1.09861228866811,1.38629436111989,Low,1.5,0.916290731874155
Guinea,1996,0.31,Sub-Saharan Africa,1,2,0.693147180559945,1.09861228866811,Low,2,1.09861228866811
Greece,1996,0.782,Western Europe,20,3,3.04452243772342,1.38629436111989,High,0.15,0.139761942375159
Guatemala,1996,0.516,Central America & Caribbean,26,23,3.29583686600433,3.17805383034795,Low,0.884615384615385,0.633723760089145
Hong Kong,1996,0.831,East Asia,3,5,1.38629436111989,1.79175946922806,Very High,1.66666666666667,0.980829253011726
Honduras,1996,0.539,Central America & Caribbean,19,40,2.99573227355399,3.71357206670431,Low,2.10526315789474,1.13309846473928
Croatia,1996,0.724,Eastern Europe,3,1,1.38629436111989,0.693147180559945,High,0.333333333333333,0.287682072451781
Haiti,1996,0.45,Central America & Caribbean,27,21,3.3322045101752,3.09104245335832,Low,0.777777777777778,0.575364144903562
Hungary,1996,0.741,Eastern Europe,13,8,2.63905732961526,2.19722457733622,High,0.615384615384615,0.479573080261886
Indonesia,1996,0.578,Southeast Asia,65,218,4.18965474202643,5.3890717298165,Medium,3.35384615384615,1.4710596277476
India,1996,0.466,South Asia,213,1414,5.36597601502185,7.25488481007734,Low,6.63849765258216,2.03320094150961
Ireland,1996,0.785,Western Europe,1,0,0.693147180559945,0,High,0,0
Iran,1996,0.655,Middle East & North Africa,3,5,1.38629436111989,1.79175946922806,Medium,1.66666666666667,0.980829253011726
Iraq,1996,0.551,Middle East & North Africa,12,25,2.56494935746154,3.25809653802148,Medium,2.08333333333333,1.12601126285622
Israel,1996,0.818,Middle East & North Africa,18,294,2.94443897916644,5.68697535633982,Very High,16.3333333333333,2.85263142991332
Italy,1996,0.816,Western Europe,8,1,2.19722457733622,0.693147180559945,Very High,0.125,0.117783035656384
Jamaica,1996,0.669,Central America & Caribbean,1,1,0.693147180559945,0.693147180559945,Medium,1,0.693147180559945
Jordan,1996,0.655,Middle East & North Africa,2,1,1.09861228866811,0.693147180559945,Medium,0.5,0.405465108108164
Japan,1996,0.868,East Asia,8,2,2.19722457733622,1.09861228866811,Very High,0.25,0.22314355131421
Kenya,1996,0.477,Sub-Saharan Africa,3,2,1.38629436111989,1.09861228866811,Low,0.666666666666667,0.510825623765991
Kyrgyzstan,1996,0.594,Central Asia,5,0,1.79175946922806,0,Medium,0,0
Cambodia,1996,0.4,Southeast Asia,33,122,3.52636052461616,4.81218435537242,Low,3.6969696969697,1.54691755545277
South Korea,1996,0.793,East Asia,1,30,0.693147180559945,3.43398720448515,High,30,3.43398720448515
Libya,1996,0.699,Middle East & North Africa,4,12,1.6094379124341,2.56494935746154,Medium,3,1.38629436111989
Sri Lanka,1996,0.672,South Asia,176,3043,5.17614973257383,8.02092771898158,Medium,17.2897727272727,2.90634203626066
Lithuania,1996,0.717,Eastern Europe,3,1,1.38629436111989,0.693147180559945,High,0.333333333333333,0.287682072451781
Morocco,1996,0.49,Middle East & North Africa,2,13,1.09861228866811,2.63905732961526,Low,6.5,2.01490302054227
Moldova,1996,0.617,Eastern Europe,2,0,1.09861228866811,0,Medium,0,0
Mexico,1996,0.681,North America,75,307,4.33073334028633,5.73009978297357,Medium,4.09333333333333,1.62793249507027
Myanmar,1996,0.381,Southeast Asia,13,170,2.63905732961526,5.14166355650266,Low,13.0769230769231,2.64453679537988
Mauritania,1996,0.449,Sub-Saharan Africa,1,0,0.693147180559945,0,Low,0,0
Niger,1996,0.243,Sub-Saharan Africa,1,10,0.693147180559945,2.39789527279837,Low,10,2.39789527279837
Nicaragua,1996,0.532,Central America & Caribbean,26,33,3.29583686600433,3.52636052461616,Low,1.26923076923077,0.819440905884237
Netherlands,1996,0.882,Western Europe,6,0,1.94591014905531,0,Very High,0,0
Norway,1996,0.879,Western Europe,1,1,0.693147180559945,0.693147180559945,Very High,1,0.693147180559945
Nepal,1996,0.442,South Asia,5,13,1.79175946922806,2.63905732961526,Low,2.6,1.28093384546206
New Zealand,1996,0.857,Australasia & Oceania,2,2,1.09861228866811,1.09861228866811,Very High,1,0.693147180559945
Pakistan,1996,0.423,South Asia,180,1178,5.19849703126583,7.07242190053737,Low,6.54444444444444,2.02081145722843
Panama,1996,0.697,Central America & Caribbean,2,0,1.09861228866811,0,Medium,0,0
Peru,1996,0.651,South America,42,148,3.76120011569356,5.00394630594546,Medium,3.52380952380952,1.50935445387712
Philippines,1996,0.62,Southeast Asia,61,162,4.12713438504509,5.09375020080676,Medium,2.65573770491803,1.29629790728681
Papua New Guinea,1996,0.43,Australasia & Oceania,10,32,2.39789527279837,3.49650756146648,Low,3.2,1.43508452528932
Poland,1996,0.755,Eastern Europe,6,8,1.94591014905531,2.19722457733622,High,1.33333333333333,0.847297860387204
Qatar,1996,0.782,Middle East & North Africa,1,0,0.693147180559945,0,High,0,0
Rwanda,1996,0.296,Sub-Saharan Africa,15,132,2.77258872223978,4.89034912822175,Low,8.8,2.28238238567653
Saudi Arabia,1996,0.715,Middle East & North Africa,1,405,0.693147180559945,6.00635315960173,High,405,6.00635315960173
Sudan,1996,0.379,Sub-Saharan Africa,10,50,2.39789527279837,3.93182563272433,Low,5,1.79175946922806
Sierra Leone,1996,0.312,Sub-Saharan Africa,5,71,1.79175946922806,4.27666611901606,Low,14.2,2.72129542785223
El Salvador,1996,0.587,Central America & Caribbean,7,85,2.07944154167984,4.45434729625351,Medium,12.1428571428571,2.57587842799373
Slovenia,1996,0.771,Eastern Europe,3,1,1.38629436111989,0.693147180559945,High,0.333333333333333,0.287682072451781
Sweden,1996,0.868,Western Europe,1,0,0.693147180559945,0,Very High,0,0
Togo,1996,0.429,Sub-Saharan Africa,1,3,0.693147180559945,1.38629436111989,Low,3,1.38629436111989
Thailand,1996,0.628,Southeast Asia,19,26,2.99573227355399,3.29583686600433,Medium,1.36842105263158,0.862223510603879
Tajikistan,1996,0.531,Central Asia,22,84,3.13549421592915,4.44265125649032,Low,3.81818181818182,1.57239664075375
Trinidad and Tobago,1996,0.684,Central America & Caribbean,3,3,1.38629436111989,1.38629436111989,Medium,1,0.693147180559945
Turkey,1996,0.633,Middle East & North Africa,54,209,4.00733318523247,5.34710753071747,Medium,3.87037037037037,1.58316998561349
Uganda,1996,0.354,Sub-Saharan Africa,29,523,3.40119738166216,6.26149168432104,Low,18.0344827586207,2.94625221629062
Ukraine,1996,0.685,Eastern Europe,3,3,1.38629436111989,1.38629436111989,Medium,1,0.693147180559945
Uruguay,1996,0.723,South America,1,0,0.693147180559945,0,High,0,0
United States,1996,0.887,North America,35,86,3.58351893845611,4.46590811865458,Very High,2.45714285714286,1.24044248410733
Venezuela,1996,0.679,South America,12,17,2.56494935746154,2.89037175789617,Medium,1.41666666666667,0.882389180198474
Yemen,1996,0.419,Middle East & North Africa,8,7,2.19722457733622,2.07944154167984,Low,0.875,0.628608659422374
South Africa,1996,0.656,Sub-Saharan Africa,47,174,3.87120101090789,5.16478597392351,Medium,3.70212765957447,1.54801509980769
Zambia,1996,0.414,Sub-Saharan Africa,4,8,1.6094379124341,2.19722457733622,Low,2,1.09861228866811
Afghanistan,1997,0.323,South Asia,1,41,0.693147180559945,3.73766961828337,Low,41,3.73766961828337
Albania,1997,0.642,Eastern Europe,41,103,3.73766961828337,4.64439089914137,Medium,2.51219512195122,1.25624123287169
Argentina,1997,0.756,South America,11,5,2.484906649788,1.79175946922806,High,0.454545454545455,0.374693449441411
Australia,1997,0.887,Australasia & Oceania,4,23,1.6094379124341,3.17805383034795,Very High,5.75,1.90954250488444
Austria,1997,0.857,Western Europe,1,0,0.693147180559945,0,Very High,0,0
Azerbaijan,1997,0.594,Central Asia,1,1,0.693147180559945,0.693147180559945,Medium,1,0.693147180559945
Burundi,1997,0.287,Sub-Saharan Africa,79,893,4.38202663467388,6.79570577517351,Low,11.3037974683544,2.50990795199342
Belgium,1997,0.876,Western Europe,2,4,1.09861228866811,1.6094379124341,Very High,2,1.09861228866811
Bangladesh,1997,0.453,South Asia,17,363,2.89037175789617,5.89715386763674,Low,21.3529411764706,3.10695790866422
Bulgaria,1997,0.706,Eastern Europe,3,0,1.38629436111989,0,High,0,0
Bahrain,1997,0.78,Middle East & North Africa,11,7,2.484906649788,2.07944154167984,High,0.636363636363636,0.492476485097794
Bahamas,1997,0.784,Central America & Caribbean,2,1,1.09861228866811,0.693147180559945,High,0.5,0.405465108108164
Belarus,1997,0.692,Eastern Europe,2,1,1.09861228866811,0.693147180559945,Medium,0.5,0.405465108108164
Bolivia,1997,0.62,South America,4,11,1.6094379124341,2.484906649788,Medium,2.75,1.32175583998232
Brazil,1997,0.66,South America,39,43,3.68887945411394,3.78418963391826,Medium,1.1025641025641,0.743157601134607
Canada,1997,0.88,North America,2,1,1.09861228866811,0.693147180559945,Very High,0.5,0.405465108108164
Switzerland,1997,0.875,Western Europe,1,0,0.693147180559945,0,Very High,0,0
Chile,1997,0.744,South America,6,10,1.94591014905531,2.39789527279837,High,1.66666666666667,0.980829253011726
China,1997,0.554,East Asia,18,141,2.94443897916644,4.95582705760126,Medium,7.83333333333333,2.17853244432407
Ivory Coast,1997,0.456,Sub-Saharan Africa,1,0,0.693147180559945,0,Low,0,0
Colombia,1997,0.66,South America,598,1726,6.39526159811545,7.45414107814668,Medium,2.88628762541806,1.35745436402117
Costa Rica,1997,0.7,Central America & Caribbean,1,3,0.693147180559945,1.38629436111989,Medium,3,1.38629436111989
Cuba,1997,0.674,Central America & Caribbean,14,4,2.70805020110221,1.6094379124341,Medium,0.285714285714286,0.251314428280906
Germany,1997,0.874,Western Europe,12,27,2.56494935746154,3.3322045101752,Very High,2.25,1.17865499634165
Djibouti,1997,0.353,Sub-Saharan Africa,1,27,0.693147180559945,3.3322045101752,Low,27,3.3322045101752
Dominican Republic,1997,0.627,Central America & Caribbean,12,33,2.56494935746154,3.52636052461616,Medium,2.75,1.32175583998232
Algeria,1997,0.624,Middle East & North Africa,344,6048,5.84354441703136,8.70764824810691,Medium,17.5813953488372,2.92216083007271
Ecuador,1997,0.679,South America,4,1,1.6094379124341,0.693147180559945,Medium,0.25,0.22314355131421
Egypt,1997,0.619,Middle East & North Africa,22,212,3.13549421592915,5.36129216570943,Medium,9.63636363636364,2.36427866199939
Spain,1997,0.808,Western Europe,86,36,4.46590811865458,3.61091791264422,Very High,0.418604651162791,0.349673748479749
France,1997,0.838,Western Europe,130,4,4.87519732320115,1.6094379124341,Very High,0.0307692307692308,0.030305349495329
Gabon,1997,0.634,Sub-Saharan Africa,1,4,0.693147180559945,1.6094379124341,Medium,4,1.6094379124341
United Kingdom,1997,0.842,Western Europe,78,41,4.36944785246702,3.73766961828337,Very High,0.525641025641026,0.422414666421938
Ghana,1997,0.492,Sub-Saharan Africa,1,4,0.693147180559945,1.6094379124341,Low,4,1.6094379124341
Greece,1997,0.789,Western Europe,21,4,3.09104245335832,1.6094379124341,High,0.190476190476191,0.174353387144778
Guatemala,1997,0.525,Central America & Caribbean,26,44,3.29583686600433,3.80666248977032,Low,1.69230769230769,0.990398704027877
Guyana,1997,0.564,South America,1,0,0.693147180559945,0,Medium,0,0
Honduras,1997,0.544,Central America & Caribbean,22,32,3.13549421592915,3.49650756146648,Low,1.45454545454546,0.897941593205959
Croatia,1997,0.732,Eastern Europe,8,4,2.19722457733622,1.6094379124341,High,0.5,0.405465108108164
Haiti,1997,0.455,Central America & Caribbean,16,20,2.83321334405622,3.04452243772342,Low,1.25,0.810930216216329
Hungary,1997,0.749,Eastern Europe,17,5,2.89037175789617,1.79175946922806,High,0.294117647058824,0.2578291093021
Indonesia,1997,0.589,Southeast Asia,27,201,3.3322045101752,5.30826769740121,Medium,7.44444444444445,2.13350876295011
India,1997,0.471,South Asia,193,2249,5.26785815906333,7.71868549519847,Low,11.6528497409326,2.53788246576576
Ireland,1997,0.794,Western Europe,4,0,1.6094379124341,0,High,0,0
Iraq,1997,0.558,Middle East & North Africa,21,126,3.09104245335832,4.84418708645859,Medium,6,1.94591014905531
Israel,1997,0.825,Middle East & North Africa,12,479,2.56494935746154,6.17378610390194,Very High,39.9166666666667,3.71153747800652
Italy,1997,0.824,Western Europe,8,0,2.19722457733622,0,Very High,0,0
Jamaica,1997,0.668,Central America & Caribbean,8,42,2.19722457733622,3.76120011569356,Medium,5.25,1.83258146374831
Jordan,1997,0.661,Middle East & North Africa,3,4,1.38629436111989,1.6094379124341,Medium,1.33333333333333,0.847297860387204
Japan,1997,0.871,East Asia,5,0,1.79175946922806,0,Very High,0,0
Kazakhstan,1997,0.663,Central Asia,2,2,1.09861228866811,1.09861228866811,Medium,1,0.693147180559945
Kenya,1997,0.477,Sub-Saharan Africa,17,57,2.89037175789617,4.06044301054642,Low,3.35294117647059,1.47085174914795
Cambodia,1997,0.404,Southeast Asia,18,384,2.94443897916644,5.95324333428779,Low,21.3333333333333,3.10608033072286
Kuwait,1997,0.786,Middle East & North Africa,2,2,1.09861228866811,1.09861228866811,High,1,0.693147180559945
Sri Lanka,1997,0.678,South Asia,63,793,4.15888308335967,6.67708346124714,Medium,12.5873015873016,2.60913564975021
Lithuania,1997,0.732,Eastern Europe,1,1,0.693147180559945,0.693147180559945,High,1,0.693147180559945
Latvia,1997,0.722,Eastern Europe,2,0,1.09861228866811,0,High,0,0
Moldova,1997,0.626,Eastern Europe,1,0,0.693147180559945,0,Medium,0,0
Mexico,1997,0.688,North America,95,276,4.56434819146784,5.62401750618734,Medium,2.90526315789474,1.36232517100689
Mali,1997,0.289,Sub-Saharan Africa,3,3,1.38629436111989,1.38629436111989,Low,1,0.693147180559945
Malta,1997,0.766,Western Europe,1,0,0.693147180559945,0,High,0,0
Myanmar,1997,0.385,Southeast Asia,35,26,3.58351893845611,3.29583686600433,Low,0.742857142857143,0.555525802683898
Niger,1997,0.248,Sub-Saharan Africa,3,37,1.38629436111989,3.63758615972639,Low,12.3333333333333,2.59026716544583
Nicaragua,1997,0.542,Central America & Caribbean,7,12,2.07944154167984,2.56494935746154,Low,1.71428571428571,0.998528830111127
Netherlands,1997,0.883,Western Europe,1,0,0.693147180559945,0,Very High,0,0
Nepal,1997,0.449,South Asia,9,23,2.30258509299405,3.17805383034795,Low,2.55555555555556,1.26851132546351
New Zealand,1997,0.865,Australasia & Oceania,1,0,0.693147180559945,0,Very High,0,0
Pakistan,1997,0.425,South Asia,206,814,5.33271879326537,6.70318811324086,Low,3.95145631067961,1.59968173748874
Panama,1997,0.703,Central America & Caribbean,6,7,1.94591014905531,2.07944154167984,High,1.16666666666667,0.773189888233482
Peru,1997,0.656,South America,58,104,4.07753744390572,4.65396035015752,Medium,1.79310344827586,1.02715332468597
Philippines,1997,0.625,Southeast Asia,57,371,4.06044301054642,5.91889385427315,Medium,6.50877192982456,2.01607192774725
Papua New Guinea,1997,0.432,Australasia & Oceania,2,0,1.09861228866811,0,Low,0,0
Poland,1997,0.766,Eastern Europe,3,7,1.38629436111989,2.07944154167984,High,2.33333333333333,1.20397280432594
Paraguay,1997,0.638,South America,6,13,1.94591014905531,2.63905732961526,Medium,2.16666666666667,1.15267950993839
Rwanda,1997,0.302,Sub-Saharan Africa,33,1301,3.52636052461616,7.17165682276851,Low,39.4242424242424,3.69942966500909
Sudan,1997,0.388,Sub-Saharan Africa,3,22,1.38629436111989,3.13549421592915,Low,7.33333333333333,2.12026353620009
Senegal,1997,0.377,Sub-Saharan Africa,26,140,3.29583686600433,4.94875989037817,Low,5.38461538461539,1.85389125033506
Sierra Leone,1997,0.307,Sub-Saharan Africa,3,17,1.38629436111989,2.89037175789617,Low,5.66666666666667,1.89711998488588
El Salvador,1997,0.597,Central America & Caribbean,2,10,1.09861228866811,2.39789527279837,Medium,5,1.79175946922806
Slovenia,1997,0.782,Eastern Europe,1,0,0.693147180559945,0,High,0,0
Sweden,1997,0.879,Western Europe,4,2,1.6094379124341,1.09861228866811,Very High,0.5,0.405465108108164
Thailand,1997,0.635,Southeast Asia,20,42,3.04452243772342,3.76120011569356,Medium,2.1,1.1314021114911
Tajikistan,1997,0.54,Central Asia,40,87,3.71357206670431,4.47733681447821,Low,2.175,1.15530763234466
Turkey,1997,0.641,Middle East & North Africa,44,168,3.80666248977032,5.12989871492307,Medium,3.81818181818182,1.57239664075375
Tanzania,1997,0.373,Sub-Saharan Africa,1,1,0.693147180559945,0.693147180559945,Low,1,0.693147180559945
Uganda,1997,0.364,Sub-Saharan Africa,24,360,3.2188758248682,5.88887795833288,Low,15,2.77258872223978
Ukraine,1997,0.689,Eastern Europe,2,2,1.09861228866811,1.09861228866811,Medium,1,0.693147180559945
Uruguay,1997,0.735,South America,2,1,1.09861228866811,0.693147180559945,High,0.5,0.405465108108164
United States,1997,0.89,North America,42,21,3.76120011569356,3.09104245335832,Very High,0.5,0.405465108108164
Venezuela,1997,0.685,South America,41,4,3.73766961828337,1.6094379124341,Medium,0.0975609756097561,0.093090423066012
Yemen,1997,0.427,Middle East & North Africa,19,19,2.99573227355399,2.99573227355399,Low,1,0.693147180559945
South Africa,1997,0.651,Sub-Saharan Africa,17,27,2.89037175789617,3.3322045101752,Medium,1.58823529411765,0.950976289862045
Afghanistan,1998,0.324,South Asia,1,38,0.693147180559945,3.66356164612965,Low,38,3.66356164612965
Albania,1998,0.657,Eastern Europe,7,5,2.07944154167984,1.79175946922806,Medium,0.714285714285714,0.538996500732687
Armenia,1998,0.654,Central Asia,2,1,1.09861228866811,0.693147180559945,Medium,0.5,0.405465108108164
Australia,1998,0.891,Australasia & Oceania,6,2,1.94591014905531,1.09861228866811,Very High,0.333333333333333,0.287682072451781
Austria,1998,0.863,Western Europe,1,0,0.693147180559945,0,Very High,0,0
Burundi,1998,0.294,Sub-Saharan Africa,13,387,2.63905732961526,5.96100533962327,Low,29.7692307692308,3.42651518964645
Belgium,1998,0.878,Western Europe,3,0,1.38629436111989,0,Very High,0,0
Bangladesh,1998,0.467,South Asia,2,1,1.09861228866811,0.693147180559945,Low,0.5,0.405465108108164
Bulgaria,1998,0.716,Eastern Europe,2,1,1.09861228866811,0.693147180559945,High,0.5,0.405465108108164
Brazil,1998,0.666,South America,2,0,1.09861228866811,0,Medium,0,0
Canada,1998,0.879,North America,4,1,1.6094379124341,0.693147180559945,Very High,0.25,0.22314355131421
Switzerland,1998,0.88,Western Europe,1,0,0.693147180559945,0,Very High,0,0
Chile,1998,0.749,South America,1,0,0.693147180559945,0,High,0,0
China,1998,0.564,East Asia,2,150,1.09861228866811,5.01727983681492,Medium,75,4.33073334028633
Cameroon,1998,0.436,Sub-Saharan Africa,1,0,0.693147180559945,0,Low,0,0
Colombia,1998,0.665,South America,94,307,4.55387689160054,5.73009978297357,Medium,3.26595744680851,1.45066664503657
Cyprus,1998,0.794,Western Europe,1,0,0.693147180559945,0,High,0,0
Germany,1998,0.879,Western Europe,6,0,1.94591014905531,0,Very High,0,0
Algeria,1998,0.633,Middle East & North Africa,151,1425,5.02388052084628,7.26262860097424,Medium,9.43708609271523,2.3453654336029
Ecuador,1998,0.684,South America,3,1,1.38629436111989,0.693147180559945,Medium,0.333333333333333,0.287682072451781
Egypt,1998,0.624,Middle East & North Africa,3,24,1.38629436111989,3.2188758248682,Medium,8,2.19722457733622
Spain,1998,0.813,Western Europe,17,12,2.89037175789617,2.56494935746154,Very High,0.705882352941177,0.534082485930258
France,1998,0.842,Western Europe,12,1,2.56494935746154,0.693147180559945,Very High,0.0833333333333333,0.0800427076735364
United Kingdom,1998,0.848,Western Europe,63,305,4.15888308335967,5.72358510195238,Very High,4.84126984126984,1.7649482117774
Greece,1998,0.799,Western Europe,28,2,3.36729582998647,1.09861228866811,High,0.0714285714285714,0.0689928714869515
Guyana,1998,0.569,South America,2,1,1.09861228866811,0.693147180559945,Medium,0.5,0.405465108108164
Haiti,1998,0.46,Central America & Caribbean,1,0,0.693147180559945,0,Low,0,0
Hungary,1998,0.756,Eastern Europe,2,0,1.09861228866811,0,High,0,0
Indonesia,1998,0.585,Southeast Asia,3,11,1.38629436111989,2.484906649788,Medium,3.66666666666667,1.54044504094715
India,1998,0.478,South Asia,61,730,4.12713438504509,6.59441345974978,Low,11.9672131147541,2.56242410359434
Ireland,1998,0.83,Western Europe,3,3,1.38629436111989,1.38629436111989,Very High,1,0.693147180559945
Iran,1998,0.669,Middle East & North Africa,5,12,1.79175946922806,2.56494935746154,Medium,2.4,1.22377543162212
Iraq,1998,0.571,Middle East & North Africa,7,35,2.07944154167984,3.58351893845611,Medium,5,1.79175946922806
Israel,1998,0.833,Middle East & North Africa,12,72,2.56494935746154,4.29045944114839,Very High,6,1.94591014905531
Italy,1998,0.829,Western Europe,6,14,1.94591014905531,2.70805020110221,Very High,2.33333333333333,1.20397280432594
Jordan,1998,0.666,Middle East & North Africa,1,0,0.693147180559945,0,Medium,0,0
Japan,1998,0.871,East Asia,1,1,0.693147180559945,0.693147180559945,Very High,1,0.693147180559945
Kenya,1998,0.479,Sub-Saharan Africa,2,4226,1.09861228866811,8.34924780056679,Low,2113,7.65633716643018
Cambodia,1998,0.407,Southeast Asia,7,30,2.07944154167984,3.43398720448515,Low,4.28571428571429,1.66500776358891
Sri Lanka,1998,0.683,South Asia,35,853,3.58351893845611,6.74993119378857,Medium,24.3714285714286,3.23362368150276
Latvia,1998,0.733,Eastern Europe,4,0,1.6094379124341,0,High,0,0
Mexico,1998,0.696,North America,2,8,1.09861228866811,2.19722457733622,Medium,4,1.6094379124341
Pakistan,1998,0.43,South Asia,37,492,3.63758615972639,6.20050917404269,Low,13.2972972972973,2.66007051921408
Peru,1998,0.664,South America,5,19,1.79175946922806,2.99573227355399,Medium,3.8,1.56861591791385
Philippines,1998,0.63,Southeast Asia,18,91,2.94443897916644,4.52178857704904,Medium,5.05555555555556,1.80097612433298
Poland,1998,0.776,Eastern Europe,2,0,1.09861228866811,0,High,0,0
Rwanda,1998,0.309,Sub-Saharan Africa,9,150,2.30258509299405,5.01727983681492,Low,16.6666666666667,2.87167962488401
Senegal,1998,0.379,Sub-Saharan Africa,1,8,0.693147180559945,2.19722457733622,Low,8,2.19722457733622
Sierra Leone,1998,0.305,Sub-Saharan Africa,7,177,2.07944154167984,5.18178355029209,Low,25.2857142857143,3.26902560855367
Thailand,1998,0.64,Southeast Asia,4,46,1.6094379124341,3.85014760171006,Medium,11.5,2.52572864430826
Tajikistan,1998,0.547,Central Asia,11,12,2.484906649788,2.56494935746154,Low,1.09090909090909,0.737598943130779
Turkey,1998,0.652,Middle East & North Africa,23,145,3.17805383034795,4.98360662170834,Medium,6.30434782608696,1.98846976347411
Tanzania,1998,0.38,Sub-Saharan Africa,1,96,0.693147180559945,4.57471097850338,Low,96,4.57471097850338
Uganda,1998,0.373,Sub-Saharan Africa,18,123,2.94443897916644,4.82028156560504,Low,6.83333333333333,2.058388132482
